basket,year,id,group,columns,C,history,kind,inner_ap,inner_n,inner_positives
credit_bond_ETFs,2010,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.21182266009852216,203,43
credit_bond_ETFs,2010,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.21182266009852216,203,43
credit_bond_ETFs,2011,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,0.18831742866638182,354,68
credit_bond_ETFs,2011,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,0.18794628020699805,354,68
credit_bond_ETFs,2011,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,0.18761212805396046,354,68
credit_bond_ETFs,2011,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.18677301429046195,354,68
credit_bond_ETFs,2011,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.18677301429046195,354,68
credit_bond_ETFs,2011,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.18677301429046195,354,68
credit_bond_ETFs,2011,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.18831742866638182,354,68
credit_bond_ETFs,2011,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.1878341789148683,354,68
credit_bond_ETFs,2011,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.18761212805396046,354,68
credit_bond_ETFs,2011,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.18677301429046195,354,68
credit_bond_ETFs,2011,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.18677301429046195,354,68
credit_bond_ETFs,2011,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.18677301429046195,354,68
credit_bond_ETFs,2012,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,0.39845655701479454,505,26
credit_bond_ETFs,2012,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,0.39739992134277435,505,26
credit_bond_ETFs,2012,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,0.3972478476137161,505,26
credit_bond_ETFs,2012,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.0402613841839082,505,26
credit_bond_ETFs,2012,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.050756016920905825,505,26
credit_bond_ETFs,2012,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.056923767019385736,505,26
credit_bond_ETFs,2012,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.3897194450897736,505,26
credit_bond_ETFs,2012,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.39121278334310094,505,26
credit_bond_ETFs,2012,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.3895254067179734,505,26
credit_bond_ETFs,2012,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.09848484848484848,505,26
credit_bond_ETFs,2012,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.09848484848484848,505,26
credit_bond_ETFs,2012,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.09848484848484848,505,26
credit_bond_ETFs,2013,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,655,0
credit_bond_ETFs,2013,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,655,0
credit_bond_ETFs,2013,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,655,0
credit_bond_ETFs,2013,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,655,0
credit_bond_ETFs,2013,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,655,0
credit_bond_ETFs,2013,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,655,0
credit_bond_ETFs,2013,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,655,0
credit_bond_ETFs,2013,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,655,0
credit_bond_ETFs,2013,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,655,0
credit_bond_ETFs,2013,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,655,0
credit_bond_ETFs,2013,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,655,0
credit_bond_ETFs,2013,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,655,0
credit_bond_ETFs,2014,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,806,0
credit_bond_ETFs,2014,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,806,0
credit_bond_ETFs,2014,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,806,0
credit_bond_ETFs,2014,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,806,0
credit_bond_ETFs,2014,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,806,0
credit_bond_ETFs,2014,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,806,0
credit_bond_ETFs,2014,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,806,0
credit_bond_ETFs,2014,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,806,0
credit_bond_ETFs,2014,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,806,0
credit_bond_ETFs,2014,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,806,0
credit_bond_ETFs,2014,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,806,0
credit_bond_ETFs,2014,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,806,0
credit_bond_ETFs,2015,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,957,0
credit_bond_ETFs,2015,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,957,0
credit_bond_ETFs,2015,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,957,0
credit_bond_ETFs,2015,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,957,0
credit_bond_ETFs,2015,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,957,0
credit_bond_ETFs,2015,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,957,0
credit_bond_ETFs,2015,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,957,0
credit_bond_ETFs,2015,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,957,0
credit_bond_ETFs,2015,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,957,0
credit_bond_ETFs,2015,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,957,0
credit_bond_ETFs,2015,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,957,0
credit_bond_ETFs,2015,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,957,0
credit_bond_ETFs,2016,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,1109,0
credit_bond_ETFs,2016,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,1109,0
credit_bond_ETFs,2016,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,1109,0
credit_bond_ETFs,2016,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1109,0
credit_bond_ETFs,2016,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1109,0
credit_bond_ETFs,2016,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1109,0
credit_bond_ETFs,2016,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1109,0
credit_bond_ETFs,2016,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1109,0
credit_bond_ETFs,2016,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1109,0
credit_bond_ETFs,2016,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,1109,0
credit_bond_ETFs,2016,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,1109,0
credit_bond_ETFs,2016,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,1109,0
credit_bond_ETFs,2017,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,1260,0
credit_bond_ETFs,2017,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,1260,0
credit_bond_ETFs,2017,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,1260,0
credit_bond_ETFs,2017,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1260,0
credit_bond_ETFs,2017,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1260,0
credit_bond_ETFs,2017,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1260,0
credit_bond_ETFs,2017,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1260,0
credit_bond_ETFs,2017,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1260,0
credit_bond_ETFs,2017,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1260,0
credit_bond_ETFs,2017,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,1260,0
credit_bond_ETFs,2017,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,1260,0
credit_bond_ETFs,2017,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,1260,0
credit_bond_ETFs,2018,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,1410,0
credit_bond_ETFs,2018,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,1410,0
credit_bond_ETFs,2018,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,1410,0
credit_bond_ETFs,2018,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1410,0
credit_bond_ETFs,2018,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1410,0
credit_bond_ETFs,2018,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1410,0
credit_bond_ETFs,2018,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1410,0
credit_bond_ETFs,2018,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1410,0
credit_bond_ETFs,2018,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1410,0
credit_bond_ETFs,2018,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,1410,0
credit_bond_ETFs,2018,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,1410,0
credit_bond_ETFs,2018,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,1410,0
credit_bond_ETFs,2019,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,1561,0
credit_bond_ETFs,2019,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,1561,0
credit_bond_ETFs,2019,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,1561,0
credit_bond_ETFs,2019,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1561,0
credit_bond_ETFs,2019,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1561,0
credit_bond_ETFs,2019,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1561,0
credit_bond_ETFs,2019,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1561,0
credit_bond_ETFs,2019,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1561,0
credit_bond_ETFs,2019,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1561,0
credit_bond_ETFs,2019,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,1561,0
credit_bond_ETFs,2019,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,1561,0
credit_bond_ETFs,2019,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,1561,0
credit_bond_ETFs,2020,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,1712,0
credit_bond_ETFs,2020,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,1712,0
credit_bond_ETFs,2020,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,1712,0
credit_bond_ETFs,2020,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1712,0
credit_bond_ETFs,2020,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1712,0
credit_bond_ETFs,2020,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1712,0
credit_bond_ETFs,2020,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1712,0
credit_bond_ETFs,2020,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1712,0
credit_bond_ETFs,2020,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1712,0
credit_bond_ETFs,2020,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,1712,0
credit_bond_ETFs,2020,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,1712,0
credit_bond_ETFs,2020,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,1712,0
credit_bond_ETFs,2021,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,,1864,0
credit_bond_ETFs,2021,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,,1864,0
credit_bond_ETFs,2021,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,,1864,0
credit_bond_ETFs,2021,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1864,0
credit_bond_ETFs,2021,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1864,0
credit_bond_ETFs,2021,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1864,0
credit_bond_ETFs,2021,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,,1864,0
credit_bond_ETFs,2021,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,,1864,0
credit_bond_ETFs,2021,target_combined/C=1.0,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,,1864,0
credit_bond_ETFs,2021,target_topology_xgb/C=2,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,,1864,0
credit_bond_ETFs,2021,target_topology_xgb/C=3,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,,1864,0
credit_bond_ETFs,2021,target_topology_xgb/C=4,target_topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,,1864,0
credit_bond_ETFs,2022,target_market/C=0.01,target_market,"[""target_volatility"", ""target_momentum""]",0.01,0,lr,0.035073857442995016,2015,23
credit_bond_ETFs,2022,target_market/C=0.1,target_market,"[""target_volatility"", ""target_momentum""]",0.1,0,lr,0.03251663133869845,2015,23
credit_bond_ETFs,2022,target_market/C=1.0,target_market,"[""target_volatility"", ""target_momentum""]",1.0,0,lr,0.03240327587374214,2015,23
credit_bond_ETFs,2022,target_topology/C=0.01,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.01018635962764654,2015,23
credit_bond_ETFs,2022,target_topology/C=0.1,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.01021271026339683,2015,23
credit_bond_ETFs,2022,target_topology/C=1.0,target_topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.01021271026339683,2015,23
credit_bond_ETFs,2022,target_combined/C=0.01,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.03256367210586506,2015,23
credit_bond_ETFs,2022,target_combined/C=0.1,target_combined,"[""target_volatility"", ""target_momentum"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.030078773154859482,2015,23
