target,model,reference,block_sessions,draws,ap_difference,lower95,upper95,primary_family,lower_bonferroni,upper_bonferroni,share_draws_favouring_model
loss05,combined_pi_lasso,market,20,500,-0.08115830285848988,-0.17022331821331393,-0.003671479559936442,False,-0.18769947386442298,0.003313446456615392,0.02
loss05,combined_pi_lasso,combined,20,500,-0.07895473070813505,-0.16403747387627773,-0.002725990811369034,False,-0.18298103736145965,0.003699999760630326,0.02
loss05,topology_pi_lasso,topology_pi_rf,20,500,-0.04618669499004402,-0.09357829438268425,-0.009432185059588104,False,-0.10349881783462793,-0.00726258274663441,0.004
loss05,topology_pi_rf,market,60,500,-0.07293949857593574,-0.15116634168979845,0.014755397568412936,False,-0.16127931659733286,0.02263896795029697,0.054
loss05,combined_pi_rf,market,60,500,-0.0545320810072642,-0.1195651386708302,0.01889105394089187,False,-0.1233412576914124,0.02264512804209811,0.066
loss05,combined_pi_rf,combined,60,500,-0.05232850885690937,-0.11669450511395207,0.01665942137786378,False,-0.12318369667811607,0.02108297445711691,0.074
loss05,topology_pi_lasso,market,60,500,-0.11912619356597975,-0.22994045351368664,-0.010885186340430985,False,-0.24859917629286662,0.0005579529029291918,0.014
loss05,combined_pi_lasso,market,60,500,-0.08115830285848988,-0.18254523499256614,0.005106564875920955,False,-0.19097506006279644,0.014518351295446798,0.036
loss05,combined_pi_lasso,combined,60,500,-0.07895473070813505,-0.17682098002689625,0.00981273781980591,False,-0.19209581094557288,0.016899713052437374,0.05
loss05,topology_pi_lasso,topology_pi_rf,60,500,-0.04618669499004402,-0.10857619453499166,-0.0015556258174693807,False,-0.12071589256520615,0.002179471550239692,0.018
loss05,topology_pi_rf,market,120,500,-0.07293949857593574,-0.15006261210718527,0.020707529220503226,False,-0.16241383318423322,0.03535726024477421,0.076
loss05,combined_pi_rf,market,120,500,-0.0545320810072642,-0.11270761655267798,0.019472699453874455,False,-0.1290346917482746,0.027625322458538347,0.074
loss05,combined_pi_rf,combined,120,500,-0.05232850885690937,-0.10808254633912297,0.020299990013719914,False,-0.12119593770110242,0.02497634115163343,0.092
loss05,topology_pi_lasso,market,120,500,-0.11912619356597975,-0.2515075621390634,0.007828706090388363,False,-0.2733415043412652,0.024983045389512033,0.04
loss05,combined_pi_lasso,market,120,500,-0.08115830285848988,-0.18008502011496588,0.015553596258555189,False,-0.1949728783362637,0.022465873838648277,0.088
loss05,combined_pi_lasso,combined,120,500,-0.07895473070813505,-0.17321236581175908,0.01441754877915146,False,-0.1841081508967216,0.020291270756179397,0.092
loss05,topology_pi_lasso,topology_pi_rf,120,500,-0.04618669499004402,-0.10473395138721597,0.0027796548912763504,False,-0.11921158605266018,0.006463971051509375,0.038
