target,model,budget,n,positives,prevalence,auroc,average_precision,false_positive_days,true_positive_days,false_negative_days,false_positive_rate,recall,precision,time_under_warning,alarm_episodes,false_alarm_episodes,within_year_auroc,within_year_ap,years_with_both_classes,ap_lift
loss05,VIX,0.01,4510,805,0.17849223946784923,0.6581505603473568,0.3258534325752654,276,142,663,0.07449392712550608,0.1763975155279503,0.3397129186602871,0.09268292682926829,53,33,0.4918532646476817,0.3342892938626098,17,1.8255887961670147
loss05,VIX,0.05,4510,805,0.17849223946784923,0.6581505603473568,0.3258534325752654,549,232,573,0.14817813765182186,0.28819875776397513,0.2970550576184379,0.17317073170731706,76,46,0.4918532646476817,0.3342892938626098,17,1.8255887961670147
loss05,VIX,0.1,4510,805,0.17849223946784923,0.6581505603473568,0.3258534325752654,774,343,462,0.2089068825910931,0.4260869565217391,0.3070725156669651,0.2476718403547672,89,59,0.4918532646476817,0.3342892938626098,17,1.8255887961670147
loss05,combined,0.01,4510,805,0.17849223946784923,0.6532827050904855,0.3259878546202688,273,143,662,0.07368421052631578,0.17763975155279504,0.34375,0.09223946784922395,54,36,0.5024562217608041,0.33398964332519476,17,1.8263418935868476
loss05,combined,0.05,4510,805,0.17849223946784923,0.6532827050904855,0.3259878546202688,499,227,578,0.13468286099865048,0.2819875776397516,0.31267217630853994,0.16097560975609757,70,42,0.5024562217608041,0.33398964332519476,17,1.8263418935868476
loss05,combined,0.1,4510,805,0.17849223946784923,0.6532827050904855,0.3259878546202688,691,310,495,0.1865047233468286,0.38509316770186336,0.3096903096903097,0.22195121951219512,72,40,0.5024562217608041,0.33398964332519476,17,1.8263418935868476
loss05,combined_correlation,0.01,4510,805,0.17849223946784923,0.6213030905021751,0.2974934083873119,273,138,667,0.07368421052631578,0.17142857142857143,0.3357664233576642,0.09113082039911308,56,36,0.5118086632751523,0.34149617253080977,17,1.6667022010270518
loss05,combined_correlation,0.05,4510,805,0.17849223946784923,0.6213030905021751,0.2974934083873119,505,249,556,0.13630229419703105,0.3093167701863354,0.3302387267904509,0.1671840354767184,86,43,0.5118086632751523,0.34149617253080977,17,1.6667022010270518
loss05,combined_correlation,0.1,4510,805,0.17849223946784923,0.6213030905021751,0.2974934083873119,657,337,468,0.17732793522267207,0.4186335403726708,0.33903420523138833,0.2203991130820399,85,46,0.5118086632751523,0.34149617253080977,17,1.6667022010270518
loss05,combined_ews,0.01,4510,805,0.17849223946784923,0.650571579450298,0.3068489918349621,337,185,620,0.09095816464237517,0.22981366459627328,0.3544061302681992,0.11574279379157427,44,25,0.5087811236035552,0.3251048385906793,17,1.7191167120194772
loss05,combined_ews,0.05,4510,805,0.17849223946784923,0.650571579450298,0.3068489918349621,534,278,527,0.14412955465587043,0.3453416149068323,0.34236453201970446,0.18004434589800444,70,40,0.5087811236035552,0.3251048385906793,17,1.7191167120194772
loss05,combined_ews,0.1,4510,805,0.17849223946784923,0.650571579450298,0.3068489918349621,689,339,466,0.18596491228070175,0.42111801242236024,0.32976653696498054,0.2279379157427938,70,38,0.5087811236035552,0.3251048385906793,17,1.7191167120194772
loss05,combined_ews_correlation,0.01,4510,805,0.17849223946784923,0.6212162513306678,0.2904886513914717,327,156,649,0.08825910931174089,0.1937888198757764,0.32298136645962733,0.10709534368070954,55,35,0.5262492579363206,0.34417480518031024,17,1.6274581587273755
